"","basal_removed_each","num_lost_each","num_remain_tot","num_removed_tot","num_lost_tot","prop_remain","prop_removed","name_lost","degree_type","nodes_susc","nontarget_lost_each","cum_nontarget_lost","Y","prop_target_removed"
"65","Tringa nebularia",1,68,64,67,0.503703703703704,0.474074074074074,"Tringa nebularia","given",132,0,3,0.977272727272727,0.474074074074074
"66","Tringa stagnatilis",1,67,65,68,0.496296296296296,0.481481481481481,"Tringa stagnatilis","given",132,0,3,0.977272727272727,0.481481481481481
"67","Tringa glareola",1,66,66,69,0.488888888888889,0.488888888888889,"Tringa glareola","given",132,0,3,0.977272727272727,0.488888888888889
"68","Tringa tetanus",1,65,67,70,0.481481481481481,0.496296296296296,"Tringa tetanus","given",132,0,3,0.977272727272727,0.496296296296296
"69","Mycteria leucocephala",1,64,68,71,0.474074074074074,0.503703703703704,"Mycteria leucocephala","given",132,0,3,0.977272727272727,0.503703703703704
"70","Anhinga melanogaster",1,63,69,72,0.466666666666667,0.511111111111111,"Anhinga melanogaster","given",132,0,3,0.977272727272727,0.511111111111111
"71","Phalacrocorax fuscicollis",1,62,70,73,0.459259259259259,0.518518518518518,"Phalacrocorax fuscicollis","given",132,0,3,0.977272727272727,0.518518518518518
"72","Ardea cinerea",1,61,71,74,0.451851851851852,0.525925925925926,"Ardea cinerea","given",132,0,3,0.977272727272727,0.525925925925926
"73","Ardea purpurea",1,60,72,75,0.444444444444444,0.533333333333333,"Ardea purpurea","given",132,0,3,0.977272727272727,0.533333333333333
"74","Ardea alba",1,59,73,76,0.437037037037037,0.540740740740741,"Ardea alba","given",132,0,3,0.977272727272727,0.540740740740741
"75","Nycticorax nycticorax",1,58,74,77,0.42962962962963,0.548148148148148,"Nycticorax nycticorax","given",132,0,3,0.977272727272727,0.548148148148148
"76","Plegadis falcinellus",1,57,75,78,0.422222222222222,0.555555555555556,"Plegadis falcinellus","given",132,0,3,0.977272727272727,0.555555555555556
"77","Ceryle rudis",1,56,76,79,0.414814814814815,0.562962962962963,"Ceryle rudis","given",132,0,3,0.977272727272727,0.562962962962963
"78","Merops philippinus",1,55,77,80,0.407407407407407,0.57037037037037,"Merops philippinus","given",132,0,3,0.977272727272727,0.57037037037037
"79","Oriolus kundoo",1,54,78,81,0.4,0.577777777777778,"Oriolus kundoo","given",132,0,3,0.977272727272727,0.577777777777778
"80","Oriolus xanthornus",1,53,79,82,0.392592592592593,0.585185185185185,"Oriolus xanthornus","given",132,0,3,0.977272727272727,0.585185185185185
"81","Dicrurus caerulescens",1,52,80,83,0.385185185185185,0.592592592592593,"Dicrurus caerulescens","given",132,0,3,0.977272727272727,0.592592592592593
"82","Acridotheres ginginianus",1,51,81,84,0.377777777777778,0.6,"Acridotheres ginginianus","given",132,0,3,0.977272727272727,0.6
"83","Motacilla citreola",1,50,82,85,0.37037037037037,0.607407407407407,"Motacilla citreola","given",132,0,3,0.977272727272727,0.607407407407407
"84","Motacilla tschutschensis",1,49,83,86,0.362962962962963,0.614814814814815,"Motacilla tschutschensis","given",132,0,3,0.977272727272727,0.614814814814815
"85","Motacilla alba",1,48,84,87,0.355555555555556,0.622222222222222,"Motacilla alba","given",132,0,3,0.977272727272727,0.622222222222222
"86","Channa punctata",1,47,85,88,0.348148148148148,0.62962962962963,"Channa punctata","given",132,0,3,0.977272727272727,0.62962962962963
"87","Mystus vittatus",1,46,86,89,0.340740740740741,0.637037037037037,"Mystus vittatus","given",132,0,3,0.977272727272727,0.637037037037037
"88","Glossogobius giuris",1,45,87,90,0.333333333333333,0.644444444444444,"Glossogobius giuris","given",132,0,3,0.977272727272727,0.644444444444444
"89","Oreochromis niloticus",1,44,88,91,0.325925925925926,0.651851851851852,"Oreochromis niloticus","given",132,0,3,0.977272727272727,0.651851851851852
"90","Duttaphrynus melanostictus",1,43,89,92,0.318518518518519,0.659259259259259,"Duttaphrynus melanostictus","given",132,0,3,0.977272727272727,0.659259259259259
"91","Hoplobatrachus tigerinus",1,42,90,93,0.311111111111111,0.666666666666667,"Hoplobatrachus tigerinus","given",132,0,3,0.977272727272727,0.666666666666667
"92","Channa gachua",1,41,91,94,0.303703703703704,0.674074074074074,"Channa gachua","given",132,0,3,0.977272727272727,0.674074074074074
"93","Notopterus notopterus",1,40,92,95,0.296296296296296,0.681481481481481,"Notopterus notopterus","given",132,0,3,0.977272727272727,0.681481481481481
"94","Diplonychus annulatus",1,39,93,96,0.288888888888889,0.688888888888889,"Diplonychus annulatus","given",132,0,3,0.977272727272727,0.688888888888889
"95","Diplonychus rusticus",1,38,94,97,0.281481481481481,0.696296296296296,"Diplonychus rusticus","given",132,0,3,0.977272727272727,0.696296296296296
"96","Aquarius adelaides",1,37,95,98,0.274074074074074,0.703703703703704,"Aquarius adelaides","given",132,0,3,0.977272727272727,0.703703703703704
"97","Limnogonus fossarum",1,36,96,99,0.266666666666667,0.711111111111111,"Limnogonus fossarum","given",132,0,3,0.977272727272727,0.711111111111111
"98","Laccotrephes griseus",1,35,97,100,0.259259259259259,0.718518518518519,"Laccotrephes griseus","given",132,0,3,0.977272727272727,0.718518518518519
"99","Laccotrephes ruber",1,34,98,101,0.251851851851852,0.725925925925926,"Laccotrephes ruber","given",132,0,3,0.977272727272727,0.725925925925926
"100","Ranatra elongata",1,33,99,102,0.244444444444444,0.733333333333333,"Ranatra elongata","given",132,0,3,0.977272727272727,0.733333333333333
"101","Ranatra filiformis",1,32,100,103,0.237037037037037,0.740740740740741,"Ranatra filiformis","given",132,0,3,0.977272727272727,0.740740740740741
"102","Ranatra varipes",5,27,101,108,0.2,0.748148148148148,"Ranatra varipes;Euphlyctis cyanophlyctis;Polypedates maculatus;Himantopus himantopus;Hirundo rustica","given",132,4,7,0.946969696969697,0.748148148148148
"103","Big fish juveniles",1,26,102,109,0.192592592592593,0.755555555555556,"Big fish juveniles","given",132,0,7,0.946969696969697,0.755555555555556
"104","Puntius vittatus",1,25,103,110,0.185185185185185,0.762962962962963,"Puntius vittatus","given",132,0,7,0.946969696969697,0.762962962962963
"105","Rasbora daniconius",1,24,104,111,0.177777777777778,0.77037037037037,"Rasbora daniconius","given",132,0,7,0.946969696969697,0.77037037037037
"106","Pethia phutunio",3,21,105,114,0.155555555555556,0.777777777777778,"Pethia phutunio;Ardea intermedia;Bubulcus ibis","given",132,2,9,0.931818181818182,0.777777777777778
"107","Herbaceous aquatic plants",4,17,106,118,0.125925925925926,0.785185185185185,"Herbaceous aquatic plants;Dendrocygna javanica;Anas poecilorhyncha;Metopidius indicus","given",132,3,12,0.909090909090909,0.785185185185185
"108","Green Algae",3,14,107,121,0.103703703703704,0.792592592592593,"Green Algae;Macrobrachium equidens;Netta rufina","given",132,2,14,0.893939393939394,0.792592592592593
"109","Macrobrachium malcolmsonii",1,13,108,122,0.0962962962962963,0.8,"Macrobrachium malcolmsonii","given",132,0,14,0.893939393939394,0.8
"110","Macrobrachium rosenbergii",4,9,109,126,0.0666666666666667,0.807407407407407,"Macrobrachium rosenbergii;Nettapus coromandelianus;Calidris minuta;Egretta garzetta","given",132,3,17,0.871212121212121,0.807407407407407
"111","Tadploes",7,2,110,133,0.0148148148148148,0.814814814814815,"Tadploes;Odonata sp.;Anastomus oscitans;Microcarbo niger;Ardeola grayii;Halcyon smyrnensis;Merops orientalis","given",132,6,23,0.825757575757576,0.814814814814815
"112","Detritus",2,0,111,135,0,0.822222222222222,"Detritus;Mosquito larvae","given",132,1,24,0.818181818181818,0.822222222222222
