,from,to,link_type
564,Aplocheilus panchax,Alcedo atthis,0
565,Badis badis,Alcedo atthis,0
566,Puntius vittatus,Alcedo atthis,0
567,Rasbora daniconius,Alcedo atthis,0
568,Pethia phutunio,Alcedo atthis,0
569,Trichogaster lalius,Alcedo atthis,0
570,Trichogaster fasciata,Alcedo atthis,0
571,Fejervarya orissaensis,Alcedo atthis,0
572,Minervarya agricola,Alcedo atthis,0
573,Minervarya pierrei,Alcedo atthis,0
574,Uperodon systoma,Alcedo atthis,0
575,Polypedates maculatus,Alcedo atthis,0
576,Diplonychus annulatus,Alcedo atthis,0
577,Diplonychus rusticus,Alcedo atthis,0
578,Aquarius adelaides,Alcedo atthis,0
579,Limnogonus fossarum,Alcedo atthis,0
580,Laccotrephes griseus,Alcedo atthis,0
581,Laccotrephes ruber,Alcedo atthis,0
582,Ranatra elongata,Alcedo atthis,0
583,Ranatra filiformis,Alcedo atthis,0
584,Ranatra varipes,Alcedo atthis,0
585,Anisops campbelli,Alcedo atthis,0
586,Hydrovatus confertus,Alcedo atthis,0
587,Big fish juveniles,Alcedo atthis,0
588,Parambassis baculis,Halcyon smyrnensis,0
589,Aplocheilus panchax,Halcyon smyrnensis,0
590,Badis badis,Halcyon smyrnensis,0
591,Puntius vittatus,Halcyon smyrnensis,0
592,Rasbora daniconius,Halcyon smyrnensis,0
593,Pethia phutunio,Halcyon smyrnensis,0
594,Trichogaster lalius,Halcyon smyrnensis,0
595,Trichogaster fasciata,Halcyon smyrnensis,0
596,Fejervarya orissaensis,Halcyon smyrnensis,0
597,Minervarya agricola,Halcyon smyrnensis,0
598,Minervarya pierrei,Halcyon smyrnensis,0
599,Uperodon systoma,Halcyon smyrnensis,0
600,Polypedates maculatus,Halcyon smyrnensis,0
601,Diplonychus annulatus,Halcyon smyrnensis,0
602,Diplonychus rusticus,Halcyon smyrnensis,0
603,Aquarius adelaides,Halcyon smyrnensis,0
604,Limnogonus fossarum,Halcyon smyrnensis,0
605,Laccotrephes griseus,Halcyon smyrnensis,0
606,Laccotrephes ruber,Halcyon smyrnensis,0
607,Ranatra elongata,Halcyon smyrnensis,0
608,Ranatra filiformis,Halcyon smyrnensis,0
609,Ranatra varipes,Halcyon smyrnensis,0
610,Anisops campbelli,Halcyon smyrnensis,0
611,Hydrovatus confertus,Halcyon smyrnensis,0
612,Big fish juveniles,Halcyon smyrnensis,0
613,Parambassis baculis,Ceryle rudis,0
614,Aplocheilus panchax,Ceryle rudis,0
615,Badis badis,Ceryle rudis,0
616,Puntius vittatus,Ceryle rudis,0
617,Rasbora daniconius,Ceryle rudis,0
618,Pethia phutunio,Ceryle rudis,0
619,Trichogaster lalius,Ceryle rudis,0
620,Trichogaster fasciata,Ceryle rudis,0
621,Fejervarya orissaensis,Ceryle rudis,0
622,Minervarya agricola,Ceryle rudis,0
623,Minervarya pierrei,Ceryle rudis,0
624,Uperodon systoma,Ceryle rudis,0
625,Polypedates maculatus,Ceryle rudis,0
626,Diplonychus annulatus,Ceryle rudis,0
627,Diplonychus rusticus,Ceryle rudis,0
628,Aquarius adelaides,Ceryle rudis,0
629,Limnogonus fossarum,Ceryle rudis,0
630,Laccotrephes griseus,Ceryle rudis,0
631,Laccotrephes ruber,Ceryle rudis,0
632,Ranatra elongata,Ceryle rudis,0
633,Ranatra filiformis,Ceryle rudis,0
634,Ranatra varipes,Ceryle rudis,0
635,Anisops campbelli,Ceryle rudis,0
636,Hydrovatus confertus,Ceryle rudis,0
637,Big fish juveniles,Ceryle rudis,0
638,Odonata sp.,Merops orientalis,0
639,Odonata sp.,Coracias benghalensis,0
640,Duttaphrynus melanostictus,Coracias benghalensis,0
641,Duttaphrynus scaber,Coracias benghalensis,0
642,Fejervarya orissaensis,Coracias benghalensis,0
643,Minervarya agricola,Coracias benghalensis,0
644,Minervarya pierrei,Coracias benghalensis,0
645,Euphlyctis cyanophlyctis,Coracias benghalensis,0
646,Hoplobatrachus tigerinus,Coracias benghalensis,0
647,Hoplobatrachus crassus,Coracias benghalensis,0
648,Uperodon systoma,Coracias benghalensis,0
649,Polypedates maculatus,Coracias benghalensis,0
650,Enhydris enhydris,Coracias benghalensis,0
651,Fowlea piscator,Coracias benghalensis,0
652,Odonata sp.,Oriolus kundoo,0
653,Odonata sp.,Oriolus xanthornus,0
654,Diplonychus annulatus,Hirundo rustica,0
655,Diplonychus rusticus,Hirundo rustica,0
656,Aquarius adelaides,Hirundo rustica,0
657,Limnogonus fossarum,Hirundo rustica,0
658,Laccotrephes griseus,Hirundo rustica,0
659,Laccotrephes ruber,Hirundo rustica,0
660,Ranatra elongata,Hirundo rustica,0
661,Ranatra filiformis,Hirundo rustica,0
662,Ranatra varipes,Hirundo rustica,0
663,Anisops campbelli,Hirundo rustica,0
664,Hydrovatus confertus,Hirundo rustica,0
665,Duttaphrynus melanostictus,Acridotheres ginginianus,0
666,Duttaphrynus scaber,Acridotheres ginginianus,0
667,Fejervarya orissaensis,Acridotheres ginginianus,0
668,Minervarya agricola,Acridotheres ginginianus,0
669,Minervarya pierrei,Acridotheres ginginianus,0
670,Euphlyctis cyanophlyctis,Acridotheres ginginianus,0
671,Hoplobatrachus tigerinus,Acridotheres ginginianus,0
672,Hoplobatrachus crassus,Acridotheres ginginianus,0
673,Uperodon systoma,Acridotheres ginginianus,0
674,Polypedates maculatus,Acridotheres ginginianus,0
675,Diplonychus annulatus,Motacilla citreola,0
676,Diplonychus rusticus,Motacilla citreola,0
677,Aquarius adelaides,Motacilla citreola,0
678,Limnogonus fossarum,Motacilla citreola,0
679,Laccotrephes griseus,Motacilla citreola,0
680,Laccotrephes ruber,Motacilla citreola,0
681,Ranatra elongata,Motacilla citreola,0
682,Ranatra filiformis,Motacilla citreola,0
683,Ranatra varipes,Motacilla citreola,0
684,Anisops campbelli,Motacilla citreola,0
685,Hydrovatus confertus,Motacilla citreola,0
697,Diplonychus annulatus,Duttaphrynus melanostictus,0
698,Diplonychus rusticus,Duttaphrynus melanostictus,0
699,Aquarius adelaides,Duttaphrynus melanostictus,0
700,Limnogonus fossarum,Duttaphrynus melanostictus,0
701,Laccotrephes griseus,Duttaphrynus melanostictus,0
702,Laccotrephes ruber,Duttaphrynus melanostictus,0
703,Ranatra elongata,Duttaphrynus melanostictus,0
704,Ranatra filiformis,Duttaphrynus melanostictus,0
705,Ranatra varipes,Duttaphrynus melanostictus,0
706,Anisops campbelli,Duttaphrynus melanostictus,0
707,Hydrovatus confertus,Duttaphrynus melanostictus,0
708,Diplonychus annulatus,Duttaphrynus scaber,0
709,Diplonychus rusticus,Duttaphrynus scaber,0
710,Aquarius adelaides,Duttaphrynus scaber,0
711,Limnogonus fossarum,Duttaphrynus scaber,0
712,Laccotrephes griseus,Duttaphrynus scaber,0
713,Laccotrephes ruber,Duttaphrynus scaber,0
714,Ranatra elongata,Duttaphrynus scaber,0
715,Ranatra filiformis,Duttaphrynus scaber,0
716,Ranatra varipes,Duttaphrynus scaber,0
717,Anisops campbelli,Duttaphrynus scaber,0
718,Hydrovatus confertus,Duttaphrynus scaber,0
719,Diplonychus annulatus,Fejervarya orissaensis,0
720,Diplonychus rusticus,Fejervarya orissaensis,0
721,Aquarius adelaides,Fejervarya orissaensis,0
722,Limnogonus fossarum,Fejervarya orissaensis,0
723,Laccotrephes griseus,Fejervarya orissaensis,0
724,Laccotrephes ruber,Fejervarya orissaensis,0
725,Ranatra elongata,Fejervarya orissaensis,0
726,Ranatra filiformis,Fejervarya orissaensis,0
727,Ranatra varipes,Fejervarya orissaensis,0
728,Anisops campbelli,Fejervarya orissaensis,0
729,Hydrovatus confertus,Fejervarya orissaensis,0
730,Diplonychus annulatus,Minervarya agricola,0
731,Diplonychus rusticus,Minervarya agricola,0
732,Aquarius adelaides,Minervarya agricola,0
733,Limnogonus fossarum,Minervarya agricola,0
734,Laccotrephes griseus,Minervarya agricola,0
735,Laccotrephes ruber,Minervarya agricola,0
736,Ranatra elongata,Minervarya agricola,0
737,Ranatra filiformis,Minervarya agricola,0
738,Ranatra varipes,Minervarya agricola,0
739,Anisops campbelli,Minervarya agricola,0
740,Hydrovatus confertus,Minervarya agricola,0
741,Diplonychus annulatus,Minervarya pierrei,0
742,Diplonychus rusticus,Minervarya pierrei,0
743,Aquarius adelaides,Minervarya pierrei,0
744,Limnogonus fossarum,Minervarya pierrei,0
745,Laccotrephes griseus,Minervarya pierrei,0
746,Laccotrephes ruber,Minervarya pierrei,0
747,Ranatra elongata,Minervarya pierrei,0
748,Ranatra filiformis,Minervarya pierrei,0
749,Ranatra varipes,Minervarya pierrei,0
750,Anisops campbelli,Minervarya pierrei,0
751,Hydrovatus confertus,Minervarya pierrei,0
752,Diplonychus annulatus,Euphlyctis cyanophlyctis,0
753,Diplonychus rusticus,Euphlyctis cyanophlyctis,0
754,Aquarius adelaides,Euphlyctis cyanophlyctis,0
755,Limnogonus fossarum,Euphlyctis cyanophlyctis,0
756,Laccotrephes griseus,Euphlyctis cyanophlyctis,0
757,Laccotrephes ruber,Euphlyctis cyanophlyctis,0
758,Ranatra elongata,Euphlyctis cyanophlyctis,0
759,Ranatra filiformis,Euphlyctis cyanophlyctis,0
760,Ranatra varipes,Euphlyctis cyanophlyctis,0
761,Anisops campbelli,Euphlyctis cyanophlyctis,0
762,Hydrovatus confertus,Euphlyctis cyanophlyctis,0
763,Diplonychus annulatus,Hoplobatrachus tigerinus,0
764,Diplonychus rusticus,Hoplobatrachus tigerinus,0
765,Aquarius adelaides,Hoplobatrachus tigerinus,0
766,Limnogonus fossarum,Hoplobatrachus tigerinus,0
767,Laccotrephes griseus,Hoplobatrachus tigerinus,0
768,Laccotrephes ruber,Hoplobatrachus tigerinus,0
769,Ranatra elongata,Hoplobatrachus tigerinus,0
770,Ranatra filiformis,Hoplobatrachus tigerinus,0
771,Ranatra varipes,Hoplobatrachus tigerinus,0
772,Anisops campbelli,Hoplobatrachus tigerinus,0
773,Hydrovatus confertus,Hoplobatrachus tigerinus,0
774,Duttaphrynus melanostictus,Hoplobatrachus tigerinus,0
775,Duttaphrynus scaber,Hoplobatrachus tigerinus,0
776,Fejervarya orissaensis,Hoplobatrachus tigerinus,0
777,Minervarya agricola,Hoplobatrachus tigerinus,0
778,Minervarya pierrei,Hoplobatrachus tigerinus,0
779,Euphlyctis cyanophlyctis,Hoplobatrachus tigerinus,0
780,Hoplobatrachus tigerinus,Hoplobatrachus tigerinus,0
781,Hoplobatrachus crassus,Hoplobatrachus tigerinus,0
782,Uperodon systoma,Hoplobatrachus tigerinus,0
783,Polypedates maculatus,Hoplobatrachus tigerinus,0
784,Enhydris enhydris,Hoplobatrachus tigerinus,0
785,Fowlea piscator,Hoplobatrachus tigerinus,0
786,Bungarus fasciatus,Hoplobatrachus tigerinus,0
787,Diplonychus annulatus,Hoplobatrachus crassus,0
788,Diplonychus rusticus,Hoplobatrachus crassus,0
789,Aquarius adelaides,Hoplobatrachus crassus,0
790,Limnogonus fossarum,Hoplobatrachus crassus,0
791,Laccotrephes griseus,Hoplobatrachus crassus,0
792,Laccotrephes ruber,Hoplobatrachus crassus,0
793,Ranatra elongata,Hoplobatrachus crassus,0
794,Ranatra filiformis,Hoplobatrachus crassus,0
795,Ranatra varipes,Hoplobatrachus crassus,0
796,Anisops campbelli,Hoplobatrachus crassus,0
797,Hydrovatus confertus,Hoplobatrachus crassus,0
798,Fejervarya orissaensis,Hoplobatrachus crassus,0
799,Minervarya pierrei,Hoplobatrachus crassus,0
800,Euphlyctis cyanophlyctis,Hoplobatrachus crassus,0
801,Uperodon systoma,Hoplobatrachus crassus,0
802,Enhydris enhydris,Hoplobatrachus crassus,0
803,Fowlea piscator,Hoplobatrachus crassus,0
804,Bungarus fasciatus,Hoplobatrachus crassus,0
805,Diplonychus annulatus,Uperodon systoma,0
806,Diplonychus rusticus,Uperodon systoma,0
807,Aquarius adelaides,Uperodon systoma,0
808,Limnogonus fossarum,Uperodon systoma,0
809,Laccotrephes griseus,Uperodon systoma,0
810,Laccotrephes ruber,Uperodon systoma,0
811,Ranatra elongata,Uperodon systoma,0
812,Ranatra filiformis,Uperodon systoma,0
813,Ranatra varipes,Uperodon systoma,0
814,Anisops campbelli,Uperodon systoma,0
815,Hydrovatus confertus,Uperodon systoma,0
816,Diplonychus annulatus,Polypedates maculatus,0
817,Diplonychus rusticus,Polypedates maculatus,0
818,Aquarius adelaides,Polypedates maculatus,0
819,Limnogonus fossarum,Polypedates maculatus,0
820,Laccotrephes griseus,Polypedates maculatus,0
821,Laccotrephes ruber,Polypedates maculatus,0
822,Ranatra elongata,Polypedates maculatus,0
823,Ranatra filiformis,Polypedates maculatus,0
824,Ranatra varipes,Polypedates maculatus,0
825,Anisops campbelli,Polypedates maculatus,0
826,Hydrovatus confertus,Polypedates maculatus,0
827,Duttaphrynus melanostictus,Varanus bengalensis,0
828,Duttaphrynus scaber,Varanus bengalensis,0
829,Fejervarya orissaensis,Varanus bengalensis,0
830,Minervarya agricola,Varanus bengalensis,0
831,Minervarya pierrei,Varanus bengalensis,0
832,Euphlyctis cyanophlyctis,Varanus bengalensis,0
833,Hoplobatrachus tigerinus,Varanus bengalensis,0
834,Hoplobatrachus crassus,Varanus bengalensis,0
835,Uperodon systoma,Varanus bengalensis,0
836,Polypedates maculatus,Varanus bengalensis,0
837,Fowlea piscator,Varanus bengalensis,0
838,Parambassis baculis,Enhydris enhydris,0
839,Aplocheilus panchax,Enhydris enhydris,0
840,Badis badis,Enhydris enhydris,0
841,Puntius vittatus,Enhydris enhydris,0
842,Rasbora daniconius,Enhydris enhydris,0
843,Pethia phutunio,Enhydris enhydris,0
844,Trichogaster lalius,Enhydris enhydris,0
845,Trichogaster fasciata,Enhydris enhydris,0
846,Fejervarya orissaensis,Enhydris enhydris,0
847,Minervarya agricola,Enhydris enhydris,0
848,Minervarya pierrei,Enhydris enhydris,0
849,Uperodon systoma,Enhydris enhydris,0
850,Polypedates maculatus,Enhydris enhydris,0
851,Big fish juveniles,Enhydris enhydris,0
852,Parambassis baculis,Fowlea piscator,0
853,Aplocheilus panchax,Fowlea piscator,0
854,Badis badis,Fowlea piscator,0
855,Puntius vittatus,Fowlea piscator,0
856,Rasbora daniconius,Fowlea piscator,0
857,Pethia phutunio,Fowlea piscator,0
858,Trichogaster lalius,Fowlea piscator,0
859,Trichogaster fasciata,Fowlea piscator,0
860,Fejervarya orissaensis,Fowlea piscator,0
861,Minervarya agricola,Fowlea piscator,0
862,Minervarya pierrei,Fowlea piscator,0
863,Euphlyctis cyanophlyctis,Fowlea piscator,0
864,Hoplobatrachus tigerinus,Fowlea piscator,0
865,Hoplobatrachus crassus,Fowlea piscator,0
866,Uperodon systoma,Fowlea piscator,0
867,Big fish juveniles,Fowlea piscator,0
868,Parambassis baculis,Bungarus fasciatus,0
869,Aplocheilus panchax,Bungarus fasciatus,0
870,Badis badis,Bungarus fasciatus,0
871,Puntius vittatus,Bungarus fasciatus,0
872,Rasbora daniconius,Bungarus fasciatus,0
873,Pethia phutunio,Bungarus fasciatus,0
874,Trichogaster lalius,Bungarus fasciatus,0
875,Trichogaster fasciata,Bungarus fasciatus,0
876,Duttaphrynus melanostictus,Bungarus fasciatus,0
877,Duttaphrynus scaber,Bungarus fasciatus,0
878,Fejervarya orissaensis,Bungarus fasciatus,0
879,Minervarya agricola,Bungarus fasciatus,0
880,Minervarya pierrei,Bungarus fasciatus,0
881,Euphlyctis cyanophlyctis,Bungarus fasciatus,0
882,Hoplobatrachus tigerinus,Bungarus fasciatus,0
883,Hoplobatrachus crassus,Bungarus fasciatus,0
884,Uperodon systoma,Bungarus fasciatus,0
885,Polypedates maculatus,Bungarus fasciatus,0
886,Enhydris enhydris,Bungarus fasciatus,0
887,Fowlea piscator,Bungarus fasciatus,0
888,Big fish juveniles,Bungarus fasciatus,0
889,Duttaphrynus melanostictus,Naja naja,0
890,Duttaphrynus scaber,Naja naja,0
891,Fejervarya orissaensis,Naja naja,0
892,Minervarya agricola,Naja naja,0
893,Minervarya pierrei,Naja naja,0
894,Euphlyctis cyanophlyctis,Naja naja,0
895,Hoplobatrachus tigerinus,Naja naja,0
896,Hoplobatrachus crassus,Naja naja,0
897,Uperodon systoma,Naja naja,0
898,Duttaphrynus melanostictus,Lissemys punctata,0
899,Duttaphrynus scaber,Lissemys punctata,0
900,Fejervarya orissaensis,Lissemys punctata,0
901,Minervarya agricola,Lissemys punctata,0
902,Minervarya pierrei,Lissemys punctata,0
903,Euphlyctis cyanophlyctis,Lissemys punctata,0
904,Hoplobatrachus tigerinus,Lissemys punctata,0
905,Hoplobatrachus crassus,Lissemys punctata,0
906,Uperodon systoma,Lissemys punctata,0
907,Polypedates maculatus,Lissemys punctata,0
908,Parambassis baculis,Lissemys punctata,0
909,Aplocheilus panchax,Lissemys punctata,0
910,Badis badis,Lissemys punctata,0
911,Puntius vittatus,Lissemys punctata,0
912,Rasbora daniconius,Lissemys punctata,0
913,Pethia phutunio,Lissemys punctata,0
914,Trichogaster lalius,Lissemys punctata,0
915,Trichogaster fasciata,Lissemys punctata,0
916,Macrobrachium malcolmsonii,Lissemys punctata,0
917,Macrobrachium rosenbergii,Lissemys punctata,0
918,Macrobrachium rude,Lissemys punctata,0
919,Macrobrachium equidens,Lissemys punctata,0
920,Coracias benghalensis,Lissemys punctata,0
921,Diplonychus rusticus,Lissemys punctata,0
922,Aquarius adelaides,Lissemys punctata,0
923,Limnogonus fossarum,Lissemys punctata,0
924,Laccotrephes griseus,Lissemys punctata,0
925,Laccotrephes ruber,Lissemys punctata,0
926,Ranatra elongata,Lissemys punctata,0
927,Ranatra filiformis,Lissemys punctata,0
928,Ranatra varipes,Lissemys punctata,0
929,Anisops campbelli,Lissemys punctata,0
930,Hydrovatus confertus,Lissemys punctata,0
931,Detritus,Lissemys punctata,0
932,Herbaceous aquatic plants,Lissemys punctata,0
933,Big fish juveniles,Lissemys punctata,0
934,Mosquito larvae,Parambassis baculis,0
935,Diplonychus annulatus,Parambassis baculis,0
936,Diplonychus rusticus,Parambassis baculis,0
937,Aquarius adelaides,Parambassis baculis,0
938,Limnogonus fossarum,Parambassis baculis,0
939,Laccotrephes griseus,Parambassis baculis,0
940,Laccotrephes ruber,Parambassis baculis,0
941,Ranatra elongata,Parambassis baculis,0
942,Ranatra filiformis,Parambassis baculis,0
943,Ranatra varipes,Parambassis baculis,0
944,Anisops campbelli,Parambassis baculis,0
945,Hydrovatus confertus,Parambassis baculis,0
946,Diplonychus annulatus,Aplocheilus panchax,0
947,Diplonychus rusticus,Aplocheilus panchax,0
948,Aquarius adelaides,Aplocheilus panchax,0
949,Limnogonus fossarum,Aplocheilus panchax,0
950,Laccotrephes griseus,Aplocheilus panchax,0
951,Laccotrephes ruber,Aplocheilus panchax,0
952,Ranatra elongata,Aplocheilus panchax,0
953,Ranatra filiformis,Aplocheilus panchax,0
954,Ranatra varipes,Aplocheilus panchax,0
955,Anisops campbelli,Aplocheilus panchax,0
956,Hydrovatus confertus,Aplocheilus panchax,0
957,Macrobrachium malcolmsonii,Netuma thalassina,0
958,Macrobrachium rosenbergii,Netuma thalassina,0
959,Macrobrachium rude,Netuma thalassina,0
960,Macrobrachium equidens,Netuma thalassina,0
961,Parambassis baculis,Netuma thalassina,0
962,Aplocheilus panchax,Netuma thalassina,0
963,Netuma thalassina,Netuma thalassina,0
964,Badis badis,Netuma thalassina,0
965,Mystus tengara,Netuma thalassina,0
966,Mystus vittatus,Netuma thalassina,0
967,Xenentodon cancila,Netuma thalassina,0
968,Channa punctata,Netuma thalassina,0
969,Channa striata,Netuma thalassina,0
970,Channa gachua,Netuma thalassina,0
971,Oreochromis niloticus,Netuma thalassina,0
972,Puntius vittatus,Netuma thalassina,0
973,Rasbora daniconius,Netuma thalassina,0
974,Pethia phutunio,Netuma thalassina,0
975,Glossogobius giuris,Netuma thalassina,0
976,Heteropneustes fossilis,Netuma thalassina,0
977,Macrognathus pancalus,Netuma thalassina,0
978,Mastacembelus armatus,Netuma thalassina,0
979,Notopterus notopterus,Netuma thalassina,0
980,Trichogaster lalius,Netuma thalassina,0
981,Trichogaster fasciata,Netuma thalassina,0
982,Big fish juveniles,Netuma thalassina,0
983,Macrobrachium malcolmsonii,Badis badis,0
984,Macrobrachium rosenbergii,Badis badis,0
985,Macrobrachium rude,Badis badis,0
986,Macrobrachium equidens,Badis badis,0
987,Diplonychus annulatus,Badis badis,0
988,Diplonychus rusticus,Badis badis,0
989,Aquarius adelaides,Badis badis,0
990,Limnogonus fossarum,Badis badis,0
991,Laccotrephes griseus,Badis badis,0
992,Laccotrephes ruber,Badis badis,0
993,Ranatra elongata,Badis badis,0
994,Ranatra filiformis,Badis badis,0
995,Ranatra varipes,Badis badis,0
996,Anisops campbelli,Badis badis,0
997,Hydrovatus confertus,Badis badis,0
998,Arcella discoides,Badis badis,0
999,Centropyxis aculeata,Badis badis,0
1000,Brachionus calyciflorus,Badis badis,0
1001,Brachionus forficula,Badis badis,0
1002,Keratella lenzi,Badis badis,0
1003,Lecane aculeata,Badis badis,0
1004,Lecane bulla,Badis badis,0
1005,Asplanchna brightwelli,Badis badis,0
1006,Mesocyclops leukarti,Badis badis,0
1007,Scapholeberis kingi,Badis badis,0
1008,Macrothrix spinosa,Badis badis,0
1009,Macrothrix goeldi,Badis badis,0
1010,Alona pulchella,Badis badis,0
1011,Coronatella rectangula,Badis badis,0
1012,Arcella discoides,Mystus tengara,0
1013,Centropyxis aculeata,Mystus tengara,0
1014,Brachionus calyciflorus,Mystus tengara,0
1015,Brachionus forficula,Mystus tengara,0
1016,Keratella lenzi,Mystus tengara,0
1017,Lecane aculeata,Mystus tengara,0
1018,Lecane bulla,Mystus tengara,0
1019,Asplanchna brightwelli,Mystus tengara,0
1020,Mesocyclops leukarti,Mystus tengara,0
1021,Scapholeberis kingi,Mystus tengara,0
1022,Macrothrix spinosa,Mystus tengara,0
1023,Macrothrix goeldi,Mystus tengara,0
1024,Alona pulchella,Mystus tengara,0
1025,Coronatella rectangula,Mystus tengara,0
1026,Arcella discoides,Mystus vittatus,0
1027,Centropyxis aculeata,Mystus vittatus,0
1028,Brachionus calyciflorus,Mystus vittatus,0
1029,Brachionus forficula,Mystus vittatus,0
1030,Keratella lenzi,Mystus vittatus,0
1031,Lecane aculeata,Mystus vittatus,0
1032,Lecane bulla,Mystus vittatus,0
1033,Asplanchna brightwelli,Mystus vittatus,0
1034,Mesocyclops leukarti,Mystus vittatus,0
1035,Scapholeberis kingi,Mystus vittatus,0
1036,Macrothrix spinosa,Mystus vittatus,0
1037,Macrothrix goeldi,Mystus vittatus,0
1038,Alona pulchella,Mystus vittatus,0
1039,Coronatella rectangula,Mystus vittatus,0
1040,Green Algae,Mystus vittatus,0
1041,Macrobrachium malcolmsonii,Xenentodon cancila,0
1042,Macrobrachium rosenbergii,Xenentodon cancila,0
1043,Macrobrachium rude,Xenentodon cancila,0
1044,Macrobrachium equidens,Xenentodon cancila,0
1045,Diplonychus annulatus,Xenentodon cancila,0
1046,Diplonychus rusticus,Xenentodon cancila,0
1047,Aquarius adelaides,Xenentodon cancila,0
1048,Limnogonus fossarum,Xenentodon cancila,0
1049,Laccotrephes griseus,Xenentodon cancila,0
1050,Laccotrephes ruber,Xenentodon cancila,0
1051,Ranatra elongata,Xenentodon cancila,0
1052,Ranatra filiformis,Xenentodon cancila,0
1053,Ranatra varipes,Xenentodon cancila,0
1054,Anisops campbelli,Xenentodon cancila,0
1055,Hydrovatus confertus,Xenentodon cancila,0
1056,Macrobrachium malcolmsonii,Channa punctata,0
1057,Macrobrachium rosenbergii,Channa punctata,0
1058,Macrobrachium rude,Channa punctata,0
1059,Macrobrachium equidens,Channa punctata,0
1060,Diplonychus annulatus,Channa punctata,0
1061,Diplonychus rusticus,Channa punctata,0
1062,Aquarius adelaides,Channa punctata,0
1063,Limnogonus fossarum,Channa punctata,0
1064,Laccotrephes griseus,Channa punctata,0
1065,Laccotrephes ruber,Channa punctata,0
1066,Ranatra elongata,Channa punctata,0
1067,Ranatra filiformis,Channa punctata,0
1068,Ranatra varipes,Channa punctata,0
1069,Anisops campbelli,Channa punctata,0
1070,Hydrovatus confertus,Channa punctata,0
1071,Green Algae,Channa punctata,0
1072,Detritus,Channa punctata,0
1073,Herbaceous aquatic plants,Channa punctata,0
1074,Parambassis baculis,Channa punctata,0
1075,Aplocheilus panchax,Channa punctata,0
1076,Netuma thalassina,Channa punctata,0
1077,Badis badis,Channa punctata,0
1078,Mystus tengara,Channa punctata,0
1079,Mystus vittatus,Channa punctata,0
1080,Xenentodon cancila,Channa punctata,0
1081,Channa punctata,Channa punctata,0
1082,Channa striata,Channa punctata,0
1083,Channa gachua,Channa punctata,0
1084,Oreochromis niloticus,Channa punctata,0
1085,Puntius vittatus,Channa punctata,0
1086,Rasbora daniconius,Channa punctata,0
1087,Pethia phutunio,Channa punctata,0
1088,Glossogobius giuris,Channa punctata,0
1089,Heteropneustes fossilis,Channa punctata,0
1090,Macrognathus pancalus,Channa punctata,0
1091,Mastacembelus armatus,Channa punctata,0
1092,Notopterus notopterus,Channa punctata,0
1093,Trichogaster lalius,Channa punctata,0
1094,Trichogaster fasciata,Channa punctata,0
1095,Big fish juveniles,Channa punctata,0
1096,Parambassis baculis,Channa striata,0
1097,Aplocheilus panchax,Channa striata,0
1098,Netuma thalassina,Channa striata,0
1099,Badis badis,Channa striata,0
1100,Mystus tengara,Channa striata,0
1101,Mystus vittatus,Channa striata,0
1102,Xenentodon cancila,Channa striata,0
1103,Channa punctata,Channa striata,0
1104,Channa striata,Channa striata,0
1105,Channa gachua,Channa striata,0
1106,Oreochromis niloticus,Channa striata,0
1107,Puntius vittatus,Channa striata,0
1108,Rasbora daniconius,Channa striata,0
1109,Pethia phutunio,Channa striata,0
1110,Glossogobius giuris,Channa striata,0
1111,Heteropneustes fossilis,Channa striata,0
1112,Macrognathus pancalus,Channa striata,0
1113,Mastacembelus armatus,Channa striata,0
1114,Notopterus notopterus,Channa striata,0
1115,Trichogaster lalius,Channa striata,0
1116,Trichogaster fasciata,Channa striata,0
1117,Macrobrachium malcolmsonii,Channa striata,0
1118,Macrobrachium rosenbergii,Channa striata,0
1119,Macrobrachium rude,Channa striata,0
1120,Macrobrachium equidens,Channa striata,0
1121,Diplonychus annulatus,Channa striata,0
1122,Diplonychus rusticus,Channa striata,0
1123,Aquarius adelaides,Channa striata,0
1124,Limnogonus fossarum,Channa striata,0
1125,Laccotrephes griseus,Channa striata,0
1126,Laccotrephes ruber,Channa striata,0
1127,Ranatra elongata,Channa striata,0
1128,Ranatra filiformis,Channa striata,0
1129,Ranatra varipes,Channa striata,0
1130,Anisops campbelli,Channa striata,0
1131,Hydrovatus confertus,Channa striata,0
1132,Green Algae,Channa striata,0
1133,Detritus,Channa striata,0
1134,Herbaceous aquatic plants,Channa striata,0
1135,Big fish juveniles,Channa striata,0
1136,Duttaphrynus melanostictus,Channa gachua,0
1137,Duttaphrynus scaber,Channa gachua,0
1138,Fejervarya orissaensis,Channa gachua,0
1139,Minervarya agricola,Channa gachua,0
1140,Minervarya pierrei,Channa gachua,0
1141,Euphlyctis cyanophlyctis,Channa gachua,0
1142,Hoplobatrachus tigerinus,Channa gachua,0
1143,Hoplobatrachus crassus,Channa gachua,0
1144,Uperodon systoma,Channa gachua,0
1145,Polypedates maculatus,Channa gachua,0
1146,Parambassis baculis,Channa gachua,0
1147,Aplocheilus panchax,Channa gachua,0
1148,Badis badis,Channa gachua,0
1149,Puntius vittatus,Channa gachua,0
1150,Rasbora daniconius,Channa gachua,0
1151,Pethia phutunio,Channa gachua,0
1152,Trichogaster lalius,Channa gachua,0
1153,Trichogaster fasciata,Channa gachua,0
1154,Macrobrachium malcolmsonii,Channa gachua,0
